division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
flyweight,http://boxrec.com/boxer/744,1982-03-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/41235,http://boxrec.com/boxer/3177,KO,"Estadio Tamaulipas Futbol, Tampico, Tamaulipas",Antonio Avelar,Prudencio Cardona,L 
middleweight,http://boxrec.com/boxer/8684,1982-03-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Middleweight"" border=""0"" class=""dLink"">WBA World middleweight title</a><br></td>",http://boxrec.com/show/42057,http://boxrec.com/boxer/9649,TKO,"Ballys Park Place Hotel Casino, Atlantic City, New Jersey",Caveman Lee,Marvin Hagler,L 
cruiserweight,http://boxrec.com/boxer/854,1982-02-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/2141,http://boxrec.com/boxer/8657,TKO,"Playboy Hotel & Casino, Atlantic City, New Jersey",Carlos De Leon,Marvin Camel,W
welterweight,http://boxrec.com/boxer/351,1982-02-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Welterweight"" border=""0"" class=""dLink"">WBA World welterweight title</a><br><span style=""font-size:10px;"">Broadcast by HBO.  Finch down three times.  Twice in the 2nd rd. and once in the 3rd round.</span></td>",http://boxrec.com/show/2138,http://boxrec.com/boxer/269,TKO,"Centennial Coliseum, Reno, Nevada",Sugar Ray Leonard,Bruce Finch,W
lightweight,http://boxrec.com/boxer/2516,1982-02-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/16588,http://boxrec.com/boxer/2179,TKO,"Civic Center, Beaumont, Texas",Alexis Arguello,James Busceme,W
super flyweight,http://boxrec.com/boxer/51113,1982-02-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/76771,http://boxrec.com/boxer/39798,KO,"Kyongbuk Gymnasium, Daegu",Chul-Ho Kim,Koki Ishii,W
light flyweight,http://boxrec.com/boxer/46527,1982-02-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/69169,http://boxrec.com/boxer/30654,KO,"Gimnasio Nuevo Panama, Panama City",Hilario Zapata,Amado Ursua,L 
super welterweight,http://boxrec.com/boxer/438,1982-01-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/2131,http://boxrec.com/boxer/80,UD,"Caesars Palace, Las Vegas, Nevada",Roberto Duran,Wilfred Benitez,L 
super featherweight,http://boxrec.com/boxer/46807,1982-01-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Navarette down in the 5th (Navarette was saved in the round by an early bell and there is a vigorous protest by the Choi camp) / Choi down in the 10th</span></td>",http://boxrec.com/show/80475,http://boxrec.com/boxer/9524,KO,"Rizal Memorial Sports Complex, Manila, Metro Manila",Rolando Navarrete,Chung Il Choi,W
light heavyweight,http://boxrec.com/boxer/8618,1981-12-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/9892,http://boxrec.com/boxer/325,TKO,"Playboy Hotel & Casino, Atlantic City, New Jersey",Dwight Muhammad Qawi,Matthew Saad Muhammad,W
super lightweight,http://boxrec.com/boxer/18711,1981-12-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/156126,http://boxrec.com/boxer/235,SD,"National Stadium, Lagos",Saoul Mamby,Obisia Nwankpa,W
featherweight,http://boxrec.com/boxer/3046,1981-12-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Cowdell down in 15th.</span></td>",http://boxrec.com/show/15161,http://boxrec.com/boxer/2201,SD,"Astrodome, Houston, Texas",Salvador Sanchez,Pat Cowdell,W
lightweight,http://boxrec.com/boxer/756,1981-11-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/10413,http://boxrec.com/boxer/2179,KO,"Showboat Hotel & Casino, Las Vegas, Nevada",Alexis Arguello,Roberto Elizondo,W
super flyweight,http://boxrec.com/boxer/51112,1981-11-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/195840,http://boxrec.com/boxer/39798,TKO,"Kudok Gymnasium, Busan",Chul-Ho Kim,Jackal Maruyama,W
super welterweight,http://boxrec.com/boxer/822,1981-11-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/174296,http://boxrec.com/boxer/438,UD,"Showboat Hotel & Casino, Las Vegas, Nevada",Wilfred Benitez,Carlos Santos,W
heavyweight,http://boxrec.com/boxer/2376,1981-11-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><span style=""font-size:10px;"">Holmes was knocked down in the 7th.</span></td>",http://boxrec.com/show/2109,http://boxrec.com/boxer/150,TKO,"Civic Arena, Pittsburgh, Pennsylvania",Larry Holmes,Renaldo Snipes,W
light flyweight,http://boxrec.com/boxer/51395,1981-11-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/79519,http://boxrec.com/boxer/30654,TKO,"Suranaree Stadium, Nakhon Ratchasima",Hilario Zapata,Netrnoi Sor Vorasingh,W
middleweight,http://boxrec.com/boxer/857,1981-10-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Middleweight"" border=""0"" class=""dLink"">WBA World middleweight title</a><br><span style=""font-size:10px;"">Fight stopped because of Hamsho's cuts.</span></td>",http://boxrec.com/show/16318,http://boxrec.com/boxer/8684,TKO,"Horizon Arena, Rosemont, Illinois",Marvin Hagler,Mustafa Hamsho,W
lightweight,http://boxrec.com/boxer/1639,1981-10-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/10412,http://boxrec.com/boxer/2179,TKO,"Ballys Park Place Hotel Casino, Atlantic City, New Jersey",Alexis Arguello,Ray Mancini,W
light heavyweight,http://boxrec.com/boxer/2430,1981-09-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/16954,http://boxrec.com/boxer/8618,TKO,"Golden Nugget Casino, Atlantic City, New Jersey",Matthew Saad Muhammad,Jerry Martin,W
bantamweight,http://boxrec.com/boxer/2355,1981-09-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/2086,http://boxrec.com/boxer/166,KO,"Aichi Prefectural Gym, Nagoya, Aichi",Lupe Pintor,Hurricane Teru,W
welterweight,http://boxrec.com/boxer/303,1981-09-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Welterweight"" border=""0"" class=""dLink"">WBA World welterweight title</a><br><span style=""font-size:10px;""><b>1981 Fight of the Year - Ring Magazine</b></span></td>",http://boxrec.com/show/2085,http://boxrec.com/boxer/269,TKO,"Caesars Palace, Outdoor Arena, Las Vegas, Nevada",Sugar Ray Leonard,Thomas Hearns,W
flyweight,http://boxrec.com/boxer/30603,1981-08-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/41236,http://boxrec.com/boxer/3177,KO,"Changchung Gymnasium, Seoul",Antonio Avelar,Tae-Shik Kim,W
super featherweight,http://boxrec.com/boxer/9524,1981-08-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Boza-Edwards down twice in Round 4 and once in Round 5.</span></td>",http://boxrec.com/show/277676,http://boxrec.com/boxer/608,KO,"Stadio de Pini, Viareggio, Toscana",Cornelius Boza-Edwards,Rolando Navarrete,L 
super lightweight,http://boxrec.com/boxer/18712,1981-08-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/21508,http://boxrec.com/boxer/235,MD,"Bung Karno Stadium, Jakarta",Saoul Mamby,Thomas Americo,W
featherweight,http://boxrec.com/boxer/2542,1981-08-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Gómez down once in the 1st &amp; 8th round</span></td>",http://boxrec.com/show/9468,http://boxrec.com/boxer/2201,TKO,"Caesars Palace, Sports Pavilion, Las Vegas, Nevada",Salvador Sanchez,Wilfredo Gomez,W
light flyweight,http://boxrec.com/boxer/30654,1981-08-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/69131,http://boxrec.com/boxer/1335,UD,"Gimnasio Nuevo Panama, Panama City",German Torres,Hilario Zapata,L 
super flyweight,http://boxrec.com/boxer/213,1981-07-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br><span style=""font-size:10px;"">Jensen down in rd 13 &amp; counted out on hands and knees.</span></td>",http://boxrec.com/show/76769,http://boxrec.com/boxer/39798,TKO,"Kudok Gymnasium, Busan",Chul-Ho Kim,Willie Jensen,W
bantamweight,http://boxrec.com/boxer/2333,1981-07-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/2065,http://boxrec.com/boxer/166,TKO,"Showboat Hotel & Casino, Las Vegas, Nevada",Lupe Pintor,Jovito Rengifo,W
lightweight,http://boxrec.com/boxer/9526,1981-06-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/32190,http://boxrec.com/boxer/2179,UD,"Empire Pool, Wembley, London",Alexis Arguello,Jim Watt,W
middleweight,http://boxrec.com/boxer/11417,1981-06-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Middleweight"" border=""0"" class=""dLink"">WBA World middleweight title</a><br><span style=""font-size:10px;"">Antuofermo was knocked down in the 3rd round.  Antuofermo's corner stopped the bout.</span></td>",http://boxrec.com/show/16317,http://boxrec.com/boxer/8684,RTD,"Boston Garden, Boston, Massachusetts",Marvin Hagler,Vito Antuofermo,W
heavyweight,http://boxrec.com/boxer/262,1981-06-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/2051,http://boxrec.com/boxer/150,TKO,"Joe Louis Arena, Detroit, Michigan",Larry Holmes,Leon Spinks,W
super lightweight,http://boxrec.com/boxer/18713,1981-06-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/2051,http://boxrec.com/boxer/235,UD,"Joe Louis Arena, Detroit, Michigan",Saoul Mamby,Jo Kimpuani,W
super featherweight,http://boxrec.com/boxer/9523,1981-05-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Chacon did not come out for the fourteenth round.</span></td>",http://boxrec.com/show/2046,http://boxrec.com/boxer/608,RTD,"Showboat Hotel & Casino, Las Vegas, Nevada",Cornelius Boza-Edwards,Bobby Chacon,W
super welterweight,http://boxrec.com/boxer/9735,1981-05-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><span style=""font-size:10px;"">Hope down in rd 10 &amp; counted out rd 12</span></td>",http://boxrec.com/show/10716,http://boxrec.com/boxer/438,KO,"Caesars Palace, Las Vegas, Nevada",Wilfred Benitez,Maurice Hope,W
flyweight,http://boxrec.com/boxer/10047,1981-05-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/369349,http://boxrec.com/boxer/3177,KO,"City Gymnasium, Mito, Ibaragi",Antonio Avelar,Shoji Oguma,W
light heavyweight,http://boxrec.com/boxer/2629,1981-04-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/16953,http://boxrec.com/boxer/8618,KO,"Resorts International, Atlantic City, New Jersey",Matthew Saad Muhammad,Murray Sutherland,W
light flyweight,http://boxrec.com/boxer/5282,1981-04-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/69447,http://boxrec.com/boxer/30654,UD,"Cow Palace, Daly City, California",Hilario Zapata,Rudy Crawford,W
super flyweight,http://boxrec.com/boxer/51111,1981-04-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/76768,http://boxrec.com/boxer/39798,UD,"Changchung Gymnasium, Seoul",Chul-Ho Kim,Jiro Watanabe,W
heavyweight,http://boxrec.com/boxer/247,1981-04-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/2029,http://boxrec.com/boxer/150,UD,"Caesars Palace, Las Vegas, Nevada",Larry Holmes,Trevor Berbick,W
welterweight,http://boxrec.com/boxer/2289,1981-03-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/2024,http://boxrec.com/boxer/269,TKO,"Carrier Dome, Syracuse, New York",Sugar Ray Leonard,Larry Bonds,W
featherweight,http://boxrec.com/boxer/12009,1981-03-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/2020,http://boxrec.com/boxer/2201,TKO,"Caesars Palace, Sports Pavilion, Las Vegas, Nevada",Salvador Sanchez,Roberto Castanon,W
super featherweight,http://boxrec.com/boxer/2634,1981-03-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/29809,http://boxrec.com/boxer/608,UD,"Civic Auditorium, Stockton, California",Cornelius Boza-Edwards,Rafael Limon,W
